Title,Description,Deadline,D_day,Area,Category,Education,EmploymentType,Field1,Field2,Company,JobPost,CollectDate
도서관 서버관리 및 유지보수 엔지니어 채용,"채용공고 상세도서관 서버관리 및 유지보수 엔지니어 채용일반 통신 공사업업종의 정보통신공사/컴퓨터,음향,영상장비,네트워크통신장비,과학기자재 도소매/소프트웨어개발사업을 하는 중소기업 입니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관도서관 서버관리 및 유지보수 엔지니어 채용진주 1명담당업무- PC 설치 및 유지보수 - 도서관 서버관리 - KORAS, RFID 유지보수 지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항    -  자격증: 사무자동화산업기사,정보처리산업기사 중 한개이상 필수- 사무자동화산업기사(국가공인), 정보처리산업기사, 2종보통운전면허우대사항근무조건ㆍ근무형태:정규직ㆍ근무일시:주 5일(월~금) 오전 9시~오후 6시ㆍ급여:회사내규에 따름(면접후결정가능)ㆍ근무지역:(52818) 경남 진주시 동부로169번길 윙스타워 a903(충무공동)전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 3일 (목) 11시  ~ 2020년 11월 2일 (월) 24시ㆍ접수방법:사람인 입사지원, 우편 지원, 회사방문 접수ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201102,26,경남 진주시,경력무관,학력무관,정규직,,,한길정보기술,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38718854&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
감각적인 당신을 기다립니다 (마케팅/온라인유통),채용공고 상세,20201019,12,,,,,,,바른사람들,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38647615&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
[BS GROUP] 홈페이지 개발자 채용 합니다.,"채용공고 상세광고 대행업업종의 광고 대행업,인쇄물,광고업, 마케팅, 기획사업을 하는 중소기업 입니다.",20201203,57,,,,,,,비에스그룹,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38852680&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
[부산 센텀시티] 생활용품/소비재 웹디자인 / 패키지디자인 경력,"채용공고 상세아이엔컨설팅은 경남/울산/부산권을 기반으로2011년부터 현재까지 8년간 화학/바이오, 자동차부품/기계, 전자/반도체 분야등 제조업을 중심으로 전국적인 네크워크를 구성하여 기업이 원하는 핵심 인재와 컨설팅 서비스를 제공하고 있습니다. 아래와 같이 국내 유명 기업 포지션이 오픈되었습니다. 관심 있는 분들의 지원을 바랍니다.--------------------------------------------------------------------------------부산 센텀시티 소재 스타트업 기업 [부산 센텀시티] 생활용품/소비재 스타트업 웹디자이너 / 패키지디자이너경력직 (사원-대리급)   : 성별 무관1) 대졸 이상 이신분으로서2) 경력 1년~8년 사원-대리 급 경력자 이신분■ ""웹디자인_부산 (상세페이지 제작)"" 1명===============================<담당업무>1. 오픈마켓 컨텐츠 제작  1) 딜 상세페이지 제작  2) 프로모션, 이벤트 페이지 제작  3) 배너 및 썸네일 제작2. SNS 광고 이미지 제작  1) 바이럴 마케팅에 필요한 광고 이미지 제작3. 제품 스튜디오 촬영시 디렉팅  1) 제품 촬영시 컨셉, 스토리보드 제작, 포토그래퍼 서브""<자격>- 포트폴리오 첨부 필수- 디자인 경력 최소 2년 이상인 분- 오픈마켓 딜 상세페이지 디자인 실무 경험자- 쇼핑몰 기획전 및 프로모션 컨텐츠 디자인  (이벤트 페이지, 배너, 썸네일) 실무 경험자- SNS 광고 이미지 디자인 실무 경험자===================================■ ""웹디자인_부산 (HTML/CSS/UI.UX)"" 1명===============================<담당업무>1. 사이트 및 브랜딩 구축  1) PC, MOBILE 사이트 구축     (HTML,CSS, javascript, UI UX기반)  2) 브랜드 디자인2. SNS 광고 이미지 제작  1) 바이럴 마케팅에 필요한 광고 이미지 제작  2) 광고 이미지 분석 (마케팅팀과 협업)3. 사이트 분석  1) beusable 데이터 분석을 통한  사이트, 상세페이지 디벨롭<자격>- 포트폴리오 첨부 필수- 관련직무 경력 최소 3년 이상인 분- 웹 사이트 디자인 및 구축 실무 경험자- HTML, CSS, javascript, UI·UX 를 능숙하게  다를 줄 아는 분- 상세페이지 제작 실무 경험자===================================■ ""패키지디자인_부산"" 1명===============================<담당업무>1. BI 브랜딩  1) 신규 브랜드 컨셉 구축을 위한 다양한     레퍼런스 조사 및 브랜딩   2) 브랜드 로고 디자인2. 제품 패키지 디자인  1) 브랜드, 제품 컨셉에 맞추어 패키지 디자인  2) 디자인 감리3. 제품 스튜디오 촬영시 디렉팅  1) 제품 촬영시 컨셉, 스토리보드 제작     포토그래퍼 서브""<자격>- 포트폴리오 첨부 필수- 디자인 경력 최소 4년 이상인 분- 다양한 제품의 패키지 디자인 실무 경험자- 지기구조, 형, 박, 감리 등 지식 보유자- BI (브랜딩) 경험자""===================================3) 우대사항- 스타트업 HR 업무 경험있으신분 우대- 제품 촬영 시 스튜디오 디렉팅 경험 보유하신분 우대- 제품 촬영 경험하신분 우대- 카페24 관리 경험하신분 우대- beusable 데이터 분석 가능 역량 보유하신분 우대- 원활한 커뮤니케이션 역량 보유하신분 우대* 이런분께 추천드립니다.------------------------------------------------------------------------- - 부산에서 출퇴근 가능한 근무지를 희망하시는분 (부산 센텀시티)   (양산, 울산 에서도 출퇴근 용이한 위치입니다)- 디자인 경력을 활용하여 부산소재 스타트업 기업에서 본인의 역량을 펼치며 장기적으로 근무하시기 희망하시는분  : 사회적 가치를 중시하는 라이프스타일 개발 회사입니다- 업무외적인 부분에서의 스트레스 (업무와 무관한 지시, 음주 강권, 상사의 힘희롱, 기타 상사의 갑질등) 에서 벗어나   다른 부분보다 ""일""을 잘 수행하면 순조롭게 다닐수 있는 직장을 희망하시는분- 부산/김해/양산/창원 연고자로서 연고지 근무를 희망하시는분------------------------------------------------------------------------- * 근무지: 부산 동부권 (센텀시티)* 급여수준: 사원-대리급 연 2,500만원~4천만원 수준 예상됩니다. * 제출기한: 채용시 마감 포지션으로 신속히 제출주시면 도움이 되겠습니다.【 전형절차 】1차:서류심사 -> 2차:헤드헌터 인터뷰 (전화) -> 3차: 채용사 면접 -> 4차:기타 절차【 제출서류 】   포트폴리오, 이력서, 경력기술서, 자기소개서 (일반양식으로 작성된 서류)   기타 도움이 될만한 자료-------------------------------------------------【 제출처및 문의 】아이엔컨설팅 박성영팀장Tel : 051-809-0401   Mobile: 010-7624-7333E-mail: park@inconsulting.co.krHP:www.inconsulting.co.kr-------------------------------------------------문의사항이 있으시면 상기 연락처로 연락주시면 성실히 안내드릴수 있도록 하겠습니다.- 소중한 지원에 감사드리오며, 검토결과에 대해 지원주신 분께 메일 또는 전화로 안내를 드리고 있습니다.- 간혹, 회신드린메일이 스팸처리 되는 경우가 있습니다.  혹여, 결과 안내메일을 받지 못하신 경우, 번거로우시겠지만 상기 연락처로  문의주시면 성실히 답변드리겠습니다- 혹여, 본 포지션 개인사정상 진행이 어려우실 경우,   잡사이트 지원 혹은 메일로 연락주시면 차후에 적합한 포지션이 오픈될시  연락드릴수 있도록 하겠습니다.감사합니다.",20201013,6,부산 수영구,경력 1~8년,대졸↑,정규직,,,아이엔컨설팅,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38849954&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
쇼핑몰 cs 모집 경력 채용(정규직),"채용공고 상세쇼핑몰 cs 모집 경력 채용(정규직)기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관쇼핑몰 cs 모집 0명담당업무ㆍCS팀지원자격ㆍ경력 : 경력 1년 ~ 5년            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직ㆍ근무일시:주 5일(월~금) 오전 9시~오후 6시ㆍ급여:2,000~2,200만원ㆍ근무지역:(404-220) 인천 서구 석남동 642-22 c동 (주)태광인터내셔널전형절차 서류전형 1차면접 2차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 10월 4일 (일) 16시 ~ 2020년 12월 3일 (목) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201203,57,,,,,,,(주)태광인터내셔널,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38852752&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
20 30대 여성의류 쇼핑몰 피팅모델 (신입/경력 모두 환영해요),"채용공고 상세20 30대 여성의류 쇼핑몰 피팅모델 (신입/경력 모두 환영해요)기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용모집부문상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 25세~33세/여20 30대 여성의류 피팅모델 1명담당업무ㆍ여성의류 피팅모델지원자격ㆍ경력 : 경력 1년 이상            ㆍ기타 필수 사항        우대사항피팅모델 0명담당업무ㆍ지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:프리랜서ㆍ근무일시:주2회촬영 시간협의ㆍ급여:시급 40,000원((협의가능))ㆍ근무지역:(04570) 서울 중구 마장로 62 우일프라자 - 서울 6호선 신당 에서 200m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 10월 6일 (화) 11시  ~ 2020년 12월 5일 (토) 24시ㆍ접수방법:지원 후 담당자 연락처로 문자 남겨주세요 ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:필수) 프로필사진첨부 *얼굴전면사진 *상반신사진*전신사진유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201205,59,,,,,,,아르페쥬,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38867850&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
여성의류 쇼핑몰 MD(온라인판매/운영),"채용공고 상세여성의류 쇼핑몰 MD(온라인판매/운영)기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 고졸 이상ㆍ나이/성별 : 무관여성의류 쇼핑몰 MD (온라인 판매/운영)쇼핑몰운영 1명담당업무ㆍ쇼핑몰 판매/운영지원자격ㆍ경력 : 무관 (신입도 지원 가능)(사원, 팀원급)            ㆍ기타 필수 사항        우대사항ㆍ포토샵 능숙자근무조건ㆍ근무형태:정규직(수습기간)-3개월, 계약직(정규직 전환가능)-6개월ㆍ근무일시:주 5일(월~금) 오전 9시~오후 6시ㆍ급여:2,400~2,600만원ㆍ근무지역:(61468) 광주 동구 서남로 14, 407호 - 광주 1호선 문화전당 에서 500m 이내전형절차 서류전형 면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 26일 (토) 19시  ~ 2020년 10월 30일 (금) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201030,23,광주 동구,경력무관,고졸↑,정규직·계약직,,,(주)카라멜라,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38835887&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
[경력무관] 스타트업 그래픽디자인 정규직 채용합니다,"채용공고 상세[경력무관] 스타트업 그래픽디자인 정규직 채용합니다기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 대졸 이상 (4년)ㆍ나이/성별 : 무관디자인 1명담당업무ㆍ시각그래픽제작, 홈페이지 디자인, 마케팅 등지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항ㆍ예/체능계열ㆍ영어가능자, 공모전 입상자, 해당직무 근무경험      ㆍ포토샵, 일러스트레이터 능숙자     ㆍXD or 스케치, 영상편집 가능자근무조건ㆍ근무형태:정규직(수습기간)-1개월ㆍ근무일시:협의 ㆍ급여:월급 200만원(협의)ㆍ근무지역:(04626) 서울 중구 퇴계로36길 2 동국대학교충무로영상센터 - 서울 3호선 충무로 에서 100m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 27일 (일) 13시  ~ 2020년 10월 27일 (화) 24시ㆍ접수방법:사람인 입사지원, 전화 지원, 이메일 지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:(필수) 포트폴리오를 제출해주세요.유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201027,20,,,,,,,엘케이그린,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38836364&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
정직원구합니다,"채용공고 상세정직원구합니다기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 24세~31세/무관전산영업부,CS부서 00명담당업무ㆍ인터넷 모바일 판매,CS/전산,엘지유플러스 인터넷 휴대폰 판매지원자격ㆍ경력 : 무관 (신입도 지원 가능)(사원급)            ㆍ기타 필수 사항        우대사항영업 0명담당업무ㆍ지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직(수습기간)-1개월ㆍ근무일시:주6일 근무 월차1 회 오전10시~오후8시30ㆍ급여:3,000~3,200만원(상여금 지급,퇴직금 별도, 식대지원,)ㆍ근무지역:(11813) 경기 의정부시 오목로205번길 1 LGU+전형절차 서류전형 1차면접 2차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 15일 (화) 13시 ~ 2020년 11월 14일 (토) 24시ㆍ접수방법:사람인 입사지원, 전화 지원, 회사방문 접수ㆍ이력서양식:자유양식ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201114,38,,,,,,,오름인,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38779409&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
일러스트레이터 모집 ( 어도비 일러스트 AI 사용 가능자 ),"채용공고 상세캐릭터·만화·애니 외 1개 부문 담당자 채용모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관일러스트레이터 0명담당업무ㆍ인물사진 드로잉지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:정규직(수습기간)-3개월ㆍ근무일시:ㆍ급여:2,000~2,200만원ㆍ근무지역:(48745) 부산 동구 자성공원로 21(범일동) - 부산 1호선 범일 에서 500m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 8월 29일 (토) 14시  ~ 2020년 10월 28일 (수) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201028,21,,,,,,,ww파트너스,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38693162&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
의류·패션·잡화디자인 아르바이트 채용 - 경력무관,"채용공고 상세의류·패션·잡화디자인 아르바이트 채용 - 경력무관기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 19세~25세/남남자 피팅 모델 알바 모집 2만/시 서울시 영등포구 0명담당업무ㆍ남성 의류 피팅모델지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항근무조건ㆍ근무형태:아르바이트ㆍ근무일시:탄력적근무제 2~3시간 / 일, 2회/주ㆍ급여:시급 20,000원(초보 및 경력은 협의)ㆍ근무지역:(07372) 서울 영등포구 도영로 19 삼영빌딩 - 서울 2호선 신도림 에서 500m 이내전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 4일 (금) 16시  ~ 2020년 11월 3일 (화) 24시ㆍ접수방법:사람인 입사지원, 홈페이지 지원ㆍ이력서양식:자유양식ㆍ제출서류:무보정 전신 사진 또는 포트폴리오 tgcemail@naver.com유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201103,27,,,,,전자상거래,피팅모델,티지씨(TGC),http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38727845&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
소프트웨어 개발 / 자료 분석 / 자동화 장치 개발,"채용공고 상세소프트웨어 개발 / 자료 분석 / 자동화 장치 개발농업 및 임업용 기계 제조업업종의 농업용기계(채밀벌통로봇,말벌포획로봇) 제조,도소매/플라스틱포장용기,골판지용기 제조/게임소프트웨어 개발,제품디자인사업을 하는 중소기업 입니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 20세~39세/무관소프트웨어 개발 / 자료 분석 / 자동화 장치 개발 3명담당업무ㆍ서버사이드 어플리케이션, 소프트웨어 개발(Html, SQL, Java) / 빅데이터, AI, 자료 수집 분석 가공 / 아두이노, 라즈베리파이 이용 자동화 장치 및 로봇 개발지원자격ㆍ경력 : 무관 (신입도 지원 가능)(면접 후 결정)            ㆍ기타 필수 사항        우대사항ㆍ공학계열ㆍ영어가능자, 영어능통자, 일본어 가능자, 중국어 가능자, 공모전 입상자, 해당직무 인턴경력, 해외연수자, 차량소지자, 독일어 가능자, 불어 가능자, 스페인어 가능자, 러시아어 가능자, 베트남어 가능자, 해당직무 근무경험, 석사학위 수여자, 박사학위 수여자, 기숙사 생활가능자, 지방근무 가능자근무조건ㆍ근무형태:계약직(정규직 전환가능)ㆍ근무일시:주 5일(월~금) 탄력근무제ㆍ급여:면접후 결정(2400~6000만원)ㆍ근무지역:(561-844) 전북 전주시 덕진구 팔복동2가 824 테크노빌전형절차 서류전형 1차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 10월 6일 (화) 13시  ~ 2020년 12월 5일 (토) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201205,59,전북 전주시 덕진구,경력무관,학력무관,계약직,,,대성,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38868690&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
Java·JSP 정규직 채용 - 경력&신입,채용공고 상세,20201017,10,서울 구로구,경력무관,학력무관,정규직,,,(주)온피아,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38630603&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
2020 하반기 신입/경력정규직 채용,채용공고 상세,20201113,37,대구 달서구,경력무관,학력무관,정규직,,,CSP MOBILE LAB,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38775710&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
2020년 하반기 캐릭터·만화·애니 경력무관 채용합니다,"채용공고 상세2020년 하반기 캐릭터·만화·애니 경력무관 채용합니다기업 소개 또는 채용 안내를 작성해보세요. 불필요시 '소개글'을 OFF하면 소개 영역이 숨겨집니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관웹툰 작가님을 채용합니다.요건충족시 내일채움공제 가입서울송파구잠실동 또는 재택 0명담당업무ㆍ자유로운스토리로 재미있는웹툰을만드실작가님을 모십니다.지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항ㆍ해당직무 근무경험근무조​건접수기간:2020년 9월 18일 (금) 10시 ~ 2020년 11월 17일 (화) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:포트폴리오 보내주실 때(일러스트 포폴은 빼주시고)웹툰이나 만화 포트폴리오만 보내주세요ㆍ근무형태:정규직(수습기간)-3개월, 계약직(정규직 전환가능)-3개월ㆍ근무일시:주 5일(월~금) 오전 9시~오후 6시ㆍ급여:월급 200만원ㆍ근무지역:(05563) 서울 송파구 백제고분로7길 32-29 4층(잠실동) - 서울 2호선 잠실새내 에서 500m 이내전형절차 서류전형 1차면접 2차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 18일 (금) 10시 ~ 2020년 11월 17일 (화) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201129,53,,,,,인터넷만화,애니메이션,브리오컨설팅,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38849278&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
인하우스 퍼포먼스 마케팅 신규 채용,"채용공고 상세[펀잉] 퍼포먼스 마케팅 신규 채용이런 `마케터`를 찾습니다.키워드 광고에 능숙하신 분패션 카테고리 제품을 주로 판매하는 미디어 커머스 기업입니다.키워드 업무에 대한 기본적인 이해도가 있고 패션 카테고리 제품의 키워드를 관리 해 보셨던 분이라면 환영 합니다.데이터 분석에 대해 능숙 하신 분마케팅 효과를 높히기 위해 각 커머스들의 각 매체별 광고 데이터 분석을 꾸준히 하고 있습니다.현재 페이스북,인스타,네이버,구글 광고를 집행하고 있고 매일 같이 광고 ROAS와 예산을 체크하고 분석하고 있습니다.데이터를 더 디테일 하게 분석하면서 예산과 효율을 높혀가 주실 분이셨으면 합니다.컨텐츠 및 광고 기획력이 좋으신  분예산분배와 매체 분석과 더불어 퍼포먼스 마케터의 역할로는 컨텐츠에 대한 기획력이 필요합니다. 참신한 기획력을 가진 센스있는 분 환영합니다.★ 제일 중요한 성장하는 마케터 ★위에 기술적인 부분들은 부족해도 됩니다.모르는 것을 배워가고 모른다고 해서 어렵다고 포기하지 않는 열정이 많은 분이 필요합니다.2017년 09월 14일에 설립된 광고 대행업업종의 광고 대행사업을 하는 중소기업 입니다.모집부문 및 상세내용공통 자격요건ㆍ학력 : 무관ㆍ나이/성별 : 무관마케팅팀마케팅팀 1명담당업무ㆍ퍼포먼스 마케팅지원자격ㆍ경력 : 무관 (신입도 지원 가능)            ㆍ기타 필수 사항        우대사항ㆍ해당직무 근무경험근무조건ㆍ근무형태:정규직(수습기간)-3개월, 계약직(정규직 전환가능)ㆍ근무일시:주 5일(월~금) 오전 10시~오후 7시ㆍ급여:월급 220만원 (3개월수습) 이후 퍼포먼스에 따라(협의 가능)ㆍ근무지역:(04783) 서울 성동구 아차산로 144 우영테크노센터 601호(성수동2가) - 서울 2호선 성수 에서 500m 이내전형절차 서류전형 1차면접 2차면접 최종합격접수기간 / 방법ㆍ접수기간:2020년 9월 22일 (화) 11시 ~ 2020년 11월 21일 (토) 24시ㆍ접수방법:사람인 입사지원ㆍ이력서양식:사람인 온라인 이력서ㆍ제출서류:유의사항ㆍ학력, 성별, 연령을 보지않는 블라인드 채용입니다. ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.ㆍ모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",20201121,45,,,,,,,주식회사 펀잉,http://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=38813981&location=ts&searchword=IT&searchType=search&paid_fl=n,2020-10-07
